6.19508,-69.3447,2025-06-24,12:34:56,1.8,8,1.49,20.23,3.89,110.47,82.51,151.77,35.86,114.39,4.87,1037.67,28.57
6.27784,-69.3724,2025-06-24,12:34:56,1.9,8,1.56,20.97,4.09,111.6,179.07,89.73,79.71,160.09,1.07,1008.12,26.6
6.3601,-69.4015,2025-06-24,12:34:56,2,10,1.59,21.65,4.3,112.74,31.67,122.8,117.6,104.4,-4.35,1013.57,28.04
6.44184,-69.4321,2025-06-24,12:34:56,2.1,9,1.01,22.28,4.5,113.87,54.57,127.78,175.9,142.62,0.3,986.17,22.07
6.52303,-69.4641,2025-06-24,12:34:56,2.2,9,1.07,22.84,4.71,115,65.44,156.02,159.56,34.97,1.99,984.97,34.21
6.60366,-69.4975,2025-06-24,12:34:56,2.3,10,1.7,23.34,4.91,116.13,172.47,145.25,17.32,35.02,3.71,956.47,20.6
6.68368,-69.5323,2025-06-24,12:34:56,2.4,10,1.9,23.78,5.11,117.25,137.37,44.1,118.95,25.94,-3.28,1038.91,23.42
6.76309,-69.5685,2025-06-24,12:34:56,2.5,10,0.88,24.15,5.31,118.38,67.98,89.47,165.26,17.54,3.31,961.64,34.5
6.84186,-69.606,2025-06-24,12:34:56,2.6,10,1.01,24.45,5.5,119.51,97.11,2.28,29.57,149.48,4.08,1016.53,22.35
6.91995,-69.645,2025-06-24,12:34:56,2.7,8,0.69,24.69,5.7,120.63,109.83,17.42,76.44,39.99,-2.1,1028,23.46
6.99736,-69.6853,2025-06-24,12:34:56,2.8,12,1.06,24.86,5.89,121.76,151.3,52.95,35.67,85.96,-2.02,993.52,30.7
7.07405,-69.7269,2025-06-24,12:34:56,2.9,11,1.22,24.97,6.08,122.88,153.66,49.18,7.69,144.93,-2.36,1028.71,28.83
7.15,-69.7699,2025-06-24,12:34:56,3,11,1.36,25,6.27,124,62.35,149.98,86.17,43.49,-3.3,1020.92,25.76
7.22519,-69.8142,2025-06-24,12:34:56,3.1,6,0.92,24.97,6.46,125.12,55.61,66.99,165.58,40.37,-3.06,1049.78,23.68
7.2996,-69.8598,2025-06-24,12:34:56,3.2,6,0.92,24.86,6.64,126.24,154.47,47.62,82.89,151.24,0.64,1038.07,22.67
7.3732,-69.9066,2025-06-24,12:34:56,3.3,11,0.91,24.69,6.82,127.36,172.35,58.96,86.23,1.82,-4.16,988.71,31.79
7.44596,-69.9548,2025-06-24,12:34:56,3.4,11,0.79,24.45,7,128.47,65.97,123.19,141.85,104.26,-0.1,1009.31,34.03
7.51788,-70.0042,2025-06-24,12:34:56,3.5,10,1.32,24.15,7.18,129.59,109.46,52.99,61.77,132.01,4.31,1011.55,24.64
7.58893,-70.0549,2025-06-24,12:34:56,3.6,7,1.2,23.78,7.35,130.7,94.28,80.96,161.6,124.22,-3.59,1037.13,24.95
7.65908,-70.1068,2025-06-24,12:34:56,3.7,9,1.96,23.34,7.53,131.81,67.13,40.96,130.98,109.45,2.44,1035.02,34.54
7.72831,-70.1599,2025-06-24,12:34:56,3.8,11,0.93,22.84,7.7,132.93,119.73,147.79,99.79,10.75,4.98,975.91,26.22
7.7966,-70.2143,2025-06-24,12:34:56,3.9,11,1.12,22.28,7.86,134.03,42.57,2.31,48.4,117.44,0.46,1012.92,30.24
7.86394,-70.2698,2025-06-24,12:34:56,4,8,1.04,21.65,8.03,135.14,8.71,160.18,75.65,37.59,-1.18,1033.11,30.12
7.9303,-70.3265,2025-06-24,12:34:56,4.1,10,1.57,20.97,8.19,136.25,69.58,64.21,95.67,81.7,-1.36,970.88,33.98
7.99565,-70.3843,2025-06-24,12:34:56,4.2,6,1.58,20.23,8.35,137.35,174.17,103.69,83.52,63.87,-0.77,1003.19,27.57
8.05999,-70.4432,2025-06-24,12:34:56,4.3,12,1.75,19.43,8.51,138.46,71.05,96.73,40.9,17.35,-3.23,979.37,25.9
8.12329,-70.5033,2025-06-24,12:34:56,4.4,6,1.44,18.58,8.66,139.56,55.23,156.37,111.65,166.94,0.6,959.5,29.54
8.18553,-70.5645,2025-06-24,12:34:56,4.5,7,1.98,17.68,8.81,140.66,3.03,106.14,98.33,109.54,-3.99,1000.99,20.3
8.2467,-70.6267,2025-06-24,12:34:56,4.6,11,1.82,16.73,8.96,141.75,84.02,104.49,27.29,27.38,-3.76,1021.79,22.56
8.30677,-70.69,2025-06-24,12:34:56,4.7,6,1.46,15.73,9.1,142.85,122.98,16.88,38.85,87.71,-4.43,1045.04,23.09
8.36572,-70.7543,2025-06-24,12:34:56,4.8,8,1.47,14.69,9.25,143.95,159.63,119.15,121.59,142.6,0.17,1019.08,25.73
8.42355,-70.8197,2025-06-24,12:34:56,4.9,9,1.53,13.62,9.38,145.04,50.6,116.2,144.87,18.03,0.04,1017.59,24.19
8.48022,-70.8861,2025-06-24,12:34:56,5,7,1.61,12.5,9.52,146.13,56.87,57,12.91,139.21,2.5,951.11,23.46
8.53573,-70.9534,2025-06-24,12:34:56,5.1,11,0.92,11.35,9.65,147.22,35.24,136.4,43.8,99.15,0.88,979.99,21.85
8.59005,-71.0217,2025-06-24,12:34:56,5.2,8,1.22,10.17,9.78,148.3,53.09,107.2,111.5,31.67,0.03,1019.45,23.08
8.64318,-71.0909,2025-06-24,12:34:56,5.3,10,1.31,8.96,9.91,149.39,36.12,99.39,83.81,117.62,-3.49,1042.53,30.08
8.69508,-71.1611,2025-06-24,12:34:56,5.4,11,1.59,7.73,10.03,150.47,4.29,69.72,169.75,138.95,3.83,958.8,28.18
8.74576,-71.2321,2025-06-24,12:34:56,5.5,11,1.6,6.47,10.15,151.55,80.62,119.29,23.25,115.75,-1.41,988.86,28.72
8.79519,-71.304,2025-06-24,12:34:56,5.6,10,1.28,5.2,10.26,152.63,172.91,2.82,172.56,62.34,-3.73,1018.68,34.57
8.84335,-71.3768,2025-06-24,12:34:56,5.7,12,1.15,3.91,10.38,153.71,86.04,92.53,22.39,70.8,-3.82,989.74,24.85
8.89024,-71.4504,2025-06-24,12:34:56,5.8,9,1.96,2.61,10.49,154.78,144.53,11.75,76.48,6.11,-4.42,1020,29.86
8.93584,-71.5248,2025-06-24,12:34:56,5.9,8,0.96,1.31,10.59,155.86,49.51,96.44,152.49,45.11,0.66,1036.02,27.82
8.98013,-71.6,2025-06-24,12:34:56,6,10,0.97,0,10.69,156.93,175.51,70.82,95.42,175.95,2.51,1044.51,22.78
9.0231,-71.676,2025-06-24,12:34:56,6.1,6,1.1,-1.31,10.79,158,24.8,131.62,148.6,68.71,-4.89,954.81,31.94
9.06474,-71.7526,2025-06-24,12:34:56,6.2,8,0.73,-2.61,10.88,159.06,66.26,95.19,1.93,163.46,-0.57,998.48,23.05
9.10503,-71.83,2025-06-24,12:34:56,6.3,12,1.33,-3.91,10.98,160.13,30.4,60.05,30.12,138.6,-3.22,1006.59,29.96
9.14397,-71.9081,2025-06-24,12:34:56,6.4,9,1.49,-5.2,11.06,161.19,156.3,140.43,121.73,168.33,3.67,979.75,30.49
9.18154,-71.9869,2025-06-24,12:34:56,6.5,11,1.13,-6.47,11.15,162.25,91.61,26.71,88.28,50.04,1.6,1035.81,30.8
9.21773,-72.0663,2025-06-24,12:34:56,6.6,9,1.18,-7.73,11.23,163.31,138.86,69.9,135.22,10,-3.06,985.71,27.49
9.25252,-72.1463,2025-06-24,12:34:56,6.7,9,0.92,-8.96,11.3,164.36,175.29,99.92,121.08,109.14,2.21,959.94,33.15
9.28592,-72.227,2025-06-24,12:34:56,6.8,12,0.89,-10.17,11.37,165.42,113.81,32.08,7.56,111.76,-3.19,956.75,23.87
9.3179,-72.3082,2025-06-24,12:34:56,6.9,10,1.05,-11.35,11.44,166.47,17.95,71.05,157.09,108.6,-4.88,1034.13,20.75
9.34846,-72.3899,2025-06-24,12:34:56,7,7,0.53,-12.5,11.51,167.52,128.84,156.16,160.29,154.31,-1.42,970.67,32.17
9.37759,-72.4722,2025-06-24,12:34:56,7.1,12,1.87,-13.62,11.57,168.56,160.21,92.45,2.77,81.29,2.44,959.39,26.37
9.40528,-72.5549,2025-06-24,12:34:56,7.2,12,1,-14.69,11.62,169.61,44.82,57.61,89.33,21.59,0.02,975.96,30.53
9.43152,-72.6381,2025-06-24,12:34:56,7.3,6,1.48,-15.73,11.68,170.65,126.35,98,8.08,22.54,3.77,1008.23,24.98
9.45631,-72.7218,2025-06-24,12:34:56,7.4,11,1.67,-16.73,11.72,171.69,86.55,149.94,69,145.67,0.37,996.89,29.05
9.47963,-72.8059,2025-06-24,12:34:56,7.5,11,1.35,-17.68,11.77,172.73,125.65,101.67,158.3,112.41,-1.22,970.49,29.1
9.50148,-72.8904,2025-06-24,12:34:56,7.6,8,0.76,-18.58,11.81,173.76,120.74,82.61,73.96,151.94,-0.31,1028.86,32.71
9.52185,-72.9752,2025-06-24,12:34:56,7.7,9,1.68,-19.43,11.85,174.79,72.82,55.65,89.34,17.82,-0.62,959.51,34.12
9.54074,-73.0604,2025-06-24,12:34:56,7.8,8,1.19,-20.23,11.88,175.83,33.58,171.85,123.67,17.92,-2.19,1034.11,22.12
9.55814,-73.146,2025-06-24,12:34:56,7.9,12,1.87,-20.97,11.91,176.85,66.41,17.69,163.76,77.16,-1.04,985.32,27.83
9.57404,-73.2318,2025-06-24,12:34:56,8,9,1.38,-21.65,11.93,177.88,104.57,156.32,38.46,77.82,-2.59,994.79,27.76
9.58844,-73.3178,2025-06-24,12:34:56,8.1,8,1.52,-22.28,11.96,178.9,136.62,139.84,94.4,42.24,4.6,966.09,32.5
9.60134,-73.4041,2025-06-24,12:34:56,8.2,10,1.15,-22.84,11.97,179.92,29.18,75.61,8.32,47.18,-1.24,970.34,27.07
9.61273,-73.4907,2025-06-24,12:34:56,8.3,6,0.93,-23.34,11.99,180.94,174.22,37.01,61.76,65.22,-3.64,966.84,25.65
9.62261,-73.5774,2025-06-24,12:34:56,8.4,12,0.79,-23.78,11.99,181.96,139.39,171.81,97.8,174.37,3.27,1017.43,32.45
9.63097,-73.6642,2025-06-24,12:34:56,8.5,8,1.95,-24.15,12,182.97,117.68,17.66,104.28,44.19,0.36,957.36,34.86
9.63782,-73.7512,2025-06-24,12:34:56,8.6,8,1.36,-24.45,12,183.98,55.04,141.8,20.77,93.81,-1.78,1025.91,27.44
9.64315,-73.8383,2025-06-24,12:34:56,8.7,7,1.08,-24.69,12,184.99,84.65,81.22,140.98,15.48,-0.43,968.48,29.5
9.64695,-73.9255,2025-06-24,12:34:56,8.8,12,1.35,-24.86,11.99,186,178.59,144.14,23.17,47.26,0.51,983.78,33.47
9.64924,-74.0127,2025-06-24,12:34:56,8.9,8,1.73,-24.97,11.98,187,125.55,19.31,46.97,167,-1.85,963.25,28.01
9.65,-74.1,2025-06-24,12:34:56,9,8,1.98,-25,11.96,188,63.81,177.6,120.04,38.23,3.42,1033.07,29.8
9.64924,-74.1873,2025-06-24,12:34:56,9.1,12,0.74,-24.97,11.94,189,17.86,87.86,97.94,8.23,-3.32,965.81,33.73
9.64695,-74.2745,2025-06-24,12:34:56,9.2,6,1.91,-24.86,11.92,190,130.17,65.54,121.88,54.07,0.97,1032.09,23.08
9.64315,-74.3617,2025-06-24,12:34:56,9.3,10,1.01,-24.69,11.89,190.99,62.53,36.41,59.3,29.22,-2.34,950.47,20.07
9.63782,-74.4488,2025-06-24,12:34:56,9.4,7,0.64,-24.45,11.86,191.98,161.99,101.11,145.81,19.77,-2.91,1023,34.78
9.63097,-74.5358,2025-06-24,12:34:56,9.5,10,1.79,-24.15,11.83,192.97,80.34,150.64,163.11,88.94,-4.74,956.97,29.67
9.62261,-74.6226,2025-06-24,12:34:56,9.6,11,1.05,-23.78,11.79,193.96,79.76,33.51,58.3,80.87,-3.18,1010.92,34.29
9.61273,-74.7093,2025-06-24,12:34:56,9.7,11,1.3,-23.34,11.74,194.94,124.85,110.87,100.91,23.66,-0.43,1029.23,20.94
9.60134,-74.7959,2025-06-24,12:34:56,9.8,11,1.81,-22.84,11.7,195.92,46.44,136.69,117.32,128.35,1.46,1015.39,30.1
9.58844,-74.8822,2025-06-24,12:34:56,9.9,10,0.64,-22.28,11.65,196.9,67.43,138.08,62.82,140.29,-0.03,1044.59,23.17
9.57404,-74.9682,2025-06-24,12:34:56,10,10,1.03,-21.65,11.59,197.88,135.78,5.09,157.16,39.98,-1.18,1006.58,20.35
9.55814,-75.054,2025-06-24,12:34:56,10.1,11,1.32,-20.97,11.53,198.85,23.54,158.07,88.2,46.63,-1.3,986.6,22.86
9.54074,-75.1396,2025-06-24,12:34:56,10.2,6,0.6,-20.23,11.47,199.83,130.27,61.84,88.8,148.11,-2.49,1012.7,22.91
9.52185,-75.2248,2025-06-24,12:34:56,10.3,8,1.1,-19.43,11.4,200.79,160.19,146.08,139.03,146.54,0.37,972.95,28.08
9.50148,-75.3096,2025-06-24,12:34:56,10.4,7,1.9,-18.58,11.33,201.76,50.52,49.24,103.77,48.05,-2.05,967.7,30.42
9.47963,-75.3941,2025-06-24,12:34:56,10.5,10,1.34,-17.68,11.26,202.73,127.24,128.34,118.23,148.52,3.21,1025.97,20.3
9.45631,-75.4782,2025-06-24,12:34:56,10.6,12,1.07,-16.73,11.18,203.69,48.2,46.43,150.11,6.16,3.81,1030.61,34.74
9.43152,-75.5619,2025-06-24,12:34:56,10.7,7,1.26,-15.73,11.1,204.65,30.59,178.89,14.69,10.98,1.88,1023.45,31.57
9.40528,-75.6451,2025-06-24,12:34:56,10.8,10,0.92,-14.69,11.01,205.61,78.63,65.22,32.2,149.58,3.06,994.59,23.79
9.37759,-75.7278,2025-06-24,12:34:56,10.9,11,0.79,-13.62,10.92,206.56,105.64,151.16,99.76,111.22,2.81,972.87,23.7
9.34846,-75.8101,2025-06-24,12:34:56,11,8,1.34,-12.5,10.83,207.52,94.87,150.11,50.18,103.38,-1.58,1021.87,29.38
9.3179,-75.8918,2025-06-24,12:34:56,11.1,7,0.61,-11.35,10.73,208.47,144.02,96.83,67.24,130.79,4.47,974.97,21.02
9.28592,-75.973,2025-06-24,12:34:56,11.2,11,0.95,-10.17,10.63,209.42,68.54,100.75,52.54,50.22,3.86,1045.62,34.19
9.25252,-76.0537,2025-06-24,12:34:56,11.3,9,0.86,-8.96,10.53,210.36,99.66,115.55,28.36,47.36,0.4,986.22,31.53
9.21773,-76.1337,2025-06-24,12:34:56,11.4,8,0.69,-7.73,10.42,211.31,92.63,83.57,175.96,137.56,4.57,1038.56,28.75
9.18154,-76.2131,2025-06-24,12:34:56,11.5,6,0.85,-6.47,10.31,212.25,100.28,95.51,141.76,160.97,-3.61,950.49,34.89
9.14397,-76.2919,2025-06-24,12:34:56,11.6,6,0.92,-5.2,10.2,213.19,10.67,166.14,121.09,121.58,-1.35,1044.9,31.79
9.10503,-76.37,2025-06-24,12:34:56,11.7,6,0.93,-3.91,10.08,214.13,179.06,86.42,0.74,53.11,-1.88,990.18,30.84
9.06474,-76.4474,2025-06-24,12:34:56,11.8,12,1.36,-2.61,9.96,215.06,127.29,19.61,45.44,1.47,1.3,1023.05,32.65
9.0231,-76.524,2025-06-24,12:34:56,11.9,6,1.02,-1.31,9.84,216,150.73,37.51,42.53,41.72,3.52,1048.8,22.25
8.98013,-76.6,2025-06-24,12:34:56,12,10,1.79,0,9.71,216.93,99.39,14.27,107.67,8.01,-4.56,981.21,34.26
8.93584,-76.6752,2025-06-24,12:34:56,12.1,9,1.03,1.31,9.58,217.86,177.02,73.3,163.85,0.58,3.6,1049.36,20.06
8.89024,-76.7496,2025-06-24,12:34:56,12.2,6,1.15,2.61,9.44,218.78,171.87,60.77,9.27,67.2,2.14,1026.3,28.71
8.84335,-76.8232,2025-06-24,12:34:56,12.3,9,0.82,3.91,9.31,219.71,75.23,9.95,177.38,57.28,4.04,972.87,22.93
8.79519,-76.896,2025-06-24,12:34:56,12.4,11,1.54,5.2,9.17,220.63,61.65,152.22,3.69,111.98,0.31,974.65,31.22
8.74576,-76.9679,2025-06-24,12:34:56,12.5,10,0.65,6.47,9.02,221.55,136.6,138.67,23.08,80,3.8,965.05,21.95
8.69508,-77.0389,2025-06-24,12:34:56,12.6,12,1.28,7.73,8.88,222.47,36.83,17.29,161.96,151.66,4.65,974.83,34.22
8.64318,-77.1091,2025-06-24,12:34:56,12.7,12,1.57,8.96,8.73,223.39,121.49,104.42,12.38,5.49,-2.19,1010.11,26.2
8.59005,-77.1783,2025-06-24,12:34:56,12.8,11,1.14,10.17,8.57,224.3,128.81,18.44,105.68,114.88,-3.57,1047.42,25.62
8.53573,-77.2466,2025-06-24,12:34:56,12.9,8,1.93,11.35,8.42,225.22,9.89,155.12,21.34,103.72,-0.4,985.35,23.79
8.48022,-77.3139,2025-06-24,12:34:56,13,6,2,12.5,8.26,226.13,64.1,54.42,62.7,16.34,-0.32,981.27,34.47
8.42355,-77.3803,2025-06-24,12:34:56,13.1,11,0.91,13.62,8.1,227.04,149.19,49.57,136.46,40.17,-2.13,1007.99,21.69
8.36572,-77.4457,2025-06-24,12:34:56,13.2,10,0.88,14.69,7.94,227.95,72.57,142.79,156.45,55.9,4.18,995.48,25.47
8.30677,-77.51,2025-06-24,12:34:56,13.3,12,1.48,15.73,7.77,228.85,127.2,159.96,175.86,58.04,3.96,1031.92,29.99
8.2467,-77.5733,2025-06-24,12:34:56,13.4,10,0.74,16.73,7.6,229.75,5.22,76.31,138.68,134.76,-0.33,1018.51,30.14
8.18553,-77.6355,2025-06-24,12:34:56,13.5,9,0.62,17.68,7.43,230.66,20.8,171.95,107.69,67.66,-4.72,951.88,25.59
8.12329,-77.6967,2025-06-24,12:34:56,13.6,7,0.63,18.58,7.26,231.56,31.82,79.66,165.92,177.23,-0.64,1011.67,33.99
8.05999,-77.7568,2025-06-24,12:34:56,13.7,6,0.56,19.43,7.08,232.46,155.14,18.36,30.75,136.49,0.07,975.65,29.94
7.99565,-77.8157,2025-06-24,12:34:56,13.8,9,1.58,20.23,6.9,233.35,108.54,173.52,63.65,88.83,-1.2,1045.52,21.93
7.9303,-77.8735,2025-06-24,12:34:56,13.9,9,1.5,20.97,6.72,234.25,85.8,12.95,8.03,20.3,-1.8,963.63,24.58
7.86394,-77.9302,2025-06-24,12:34:56,14,10,1.15,21.65,6.54,235.14,13.57,143.73,133.76,127.43,-3.87,1022.39,24.89
7.7966,-77.9857,2025-06-24,12:34:56,14.1,6,1.61,22.28,6.35,236.03,174.49,64.57,79.12,13.37,3.48,1035.52,28.18
7.72831,-78.0401,2025-06-24,12:34:56,14.2,11,1.17,22.84,6.16,236.93,52.94,35.58,140.31,10.98,2.75,999.09,21.34
7.65908,-78.0932,2025-06-24,12:34:56,14.3,9,1.39,23.34,5.97,237.81,139.2,81.41,36.26,74.86,-2.43,1020.53,32.23
7.58893,-78.1451,2025-06-24,12:34:56,14.4,12,1.22,23.78,5.78,238.7,50.38,20.14,150.57,45.84,-2.73,1032.9,22.58
7.51788,-78.1958,2025-06-24,12:34:56,14.5,10,0.67,24.15,5.59,239.59,43.7,169.75,78.07,114.9,1.87,973.58,32.37
7.44596,-78.2452,2025-06-24,12:34:56,14.6,9,1.65,24.45,5.39,240.47,39.02,57.82,38.27,8.44,-0.85,1005.69,31.7
7.3732,-78.2934,2025-06-24,12:34:56,14.7,11,0.59,24.69,5.19,241.36,77.24,146.26,33.77,132.34,1.41,955.15,22.65
7.2996,-78.3402,2025-06-24,12:34:56,14.8,12,0.77,24.86,5,242.24,138.37,30,173,90.14,2.34,996.7,33.22
7.22519,-78.3858,2025-06-24,12:34:56,14.9,10,1.5,24.97,4.79,243.12,33.23,127.4,142.33,36.85,-3.72,1027.87,21.28
7.15,-78.4301,2025-06-24,12:34:56,15,9,0.88,25,4.59,244,106.5,23.67,149.94,60.73,4.74,1024.55,25.66
7.07405,-78.4731,2025-06-24,12:34:56,15.1,8,0.73,24.97,4.39,244.88,51.89,19.86,159.77,10.22,2.64,988.4,34.95
6.99736,-78.5147,2025-06-24,12:34:56,15.2,12,1.87,24.86,4.18,245.76,23.56,90.84,61.86,169.65,2.74,998.66,30.88
6.91995,-78.555,2025-06-24,12:34:56,15.3,11,1.39,24.69,3.98,246.63,26.1,40.33,72.77,18.71,-1.81,1017.13,25.94
6.84186,-78.594,2025-06-24,12:34:56,15.4,11,1.63,24.45,3.77,247.51,158.39,153.18,44.85,29.58,3.86,1015.73,26.93
6.76309,-78.6315,2025-06-24,12:34:56,15.5,10,1.16,24.15,3.56,248.38,156.68,12.42,122.97,83.31,-2.71,990.65,24.58
6.68368,-78.6677,2025-06-24,12:34:56,15.6,8,1.55,23.78,3.35,249.25,4.32,84.21,84.16,117.54,-3.42,1009.27,22.67
6.60366,-78.7025,2025-06-24,12:34:56,15.7,10,0.87,23.34,3.14,250.13,48.68,78.34,145.06,63.51,2.47,1017.27,34.16
6.52303,-78.7359,2025-06-24,12:34:56,15.8,6,0.61,22.84,2.92,251,146.55,20.31,29.69,47.08,2.75,1021.63,29.9
6.44184,-78.7679,2025-06-24,12:34:56,15.9,12,0.86,22.28,2.71,251.87,80.7,7.65,18.14,50.54,3.49,1008.82,33.73
6.3601,-78.7985,2025-06-24,12:34:56,16,10,0.95,21.65,2.49,252.74,10.39,113.62,159.38,53.25,1.41,1026.81,30.37
6.27784,-78.8276,2025-06-24,12:34:56,16.1,7,0.69,20.97,2.28,253.6,25.64,78.41,177.11,111.97,1.17,978.02,24.4
6.19508,-78.8553,2025-06-24,12:34:56,16.2,11,1.02,20.23,2.06,254.47,103.81,43.16,72.12,168.85,4.68,993.55,32.42
6.11186,-78.8815,2025-06-24,12:34:56,16.3,6,0.84,19.43,1.85,255.34,23.78,70.23,76.75,68.28,2.13,956.24,22.34
6.02819,-78.9063,2025-06-24,12:34:56,16.4,11,1.05,18.58,1.63,256.21,37.01,34.42,27.36,177.22,0.87,978.18,31.78
5.9441,-78.9296,2025-06-24,12:34:56,16.5,12,0.83,17.68,1.41,257.07,52.65,23.18,155.03,21.64,1.98,959.81,28.52
5.85961,-78.9515,2025-06-24,12:34:56,16.6,6,1.97,16.73,1.19,257.94,115.18,129.97,40.07,83.24,3.39,1043.23,29.97
5.77476,-78.9719,2025-06-24,12:34:56,16.7,6,1.59,15.73,0.97,258.8,144.66,59.58,48.04,25.16,-4.76,959.16,34.44
5.68956,-78.9907,2025-06-24,12:34:56,16.8,10,1.4,14.69,0.75,259.66,89.91,33.33,48.44,172.88,-2.68,1002.81,32.48
5.60404,-79.0081,2025-06-24,12:34:56,16.9,6,1.2,13.62,0.53,260.53,158.73,43.06,139.13,32.26,-2.26,952.02,30.31
5.51824,-79.024,2025-06-24,12:34:56,17,10,1.8,12.5,0.31,261.39,74.21,20.33,1.7,119.96,-0.82,1048.02,21.38
5.43217,-79.0384,2025-06-24,12:34:56,17.1,10,0.9,11.35,0.09,262.25,41.77,73.12,87.01,61.52,-4.04,964.21,33.13
5.34587,-79.0513,2025-06-24,12:34:56,17.2,11,0.9,10.17,-0.13,263.11,128.96,10.31,136.27,14.18,-1.7,1005.69,21.27
5.25935,-79.0627,2025-06-24,12:34:56,17.3,10,0.63,8.96,-0.35,263.97,160.47,162.61,10.72,61.76,-2.1,966.12,31.85
5.17264,-79.0726,2025-06-24,12:34:56,17.4,10,1.35,7.73,-0.57,264.84,1.83,70.29,168.82,87.46,-1.75,958.65,24.64
5.08578,-79.081,2025-06-24,12:34:56,17.5,9,1.66,6.47,-0.78,265.7,44.48,63.61,125.59,39.35,-2.14,1001.84,31.38
4.99878,-79.0878,2025-06-24,12:34:56,17.6,10,0.77,5.2,-1,266.56,56.08,60.56,111.99,62.72,-3.04,977.22,24.59
4.91168,-79.0931,2025-06-24,12:34:56,17.7,9,1.34,3.91,-1.22,267.42,8.55,129.33,50.47,106.73,4.46,990.43,33.01
4.8245,-79.097,2025-06-24,12:34:56,17.8,12,1.23,2.61,-1.44,268.28,110.9,4.5,21.31,50.06,-0.86,1039.19,29.4
4.73726,-79.0992,2025-06-24,12:34:56,17.9,12,1.56,1.31,-1.66,269.14,174.23,87.96,126.37,137.09,-2,967.05,33.92
4.65,-79.1,2025-06-24,12:34:56,18,6,1.85,0,-1.88,270,116.27,64.99,114.11,110.5,-2.64,1007.58,29.83
4.56274,-79.0992,2025-06-24,12:34:56,18.1,10,1.34,-1.31,-2.09,271.14,110.79,177.72,149.31,171.75,2.86,1043.09,28.36
4.4755,-79.097,2025-06-24,12:34:56,18.2,10,1.36,-2.61,-2.31,272.28,129.04,29.53,109.09,106.92,-0.68,1022.5,29.88
4.38832,-79.0931,2025-06-24,12:34:56,18.3,7,1.84,-3.91,-2.53,273.42,78.92,146.49,10.24,39.93,0.68,988.36,31.22
4.30122,-79.0878,2025-06-24,12:34:56,18.4,6,1.17,-5.2,-2.74,274.56,159.48,19.55,28.07,88.77,-2.34,975.91,30.13
4.21422,-79.081,2025-06-24,12:34:56,18.5,7,1.11,-6.47,-2.95,275.7,176.76,106.91,173.07,40.52,-2.51,1011.96,23.86
4.12736,-79.0726,2025-06-24,12:34:56,18.6,9,0.68,-7.73,-3.17,276.84,3.83,126.38,55.2,175.43,4,995.19,27.37
